Timestamp,Date,Time,Location,Temp,Wind mph,Wind ,Feels like,Precipitation,% humidity,Lower Layer 1: THIN TIGHTS,Shorts,Lower Layer 1: THICK TIGHTS,Lower Layer 2: THIN TOP LAYER,Lower Layer 2: THICK TOP LAYER,Lower Layer 3: THIN TOP LAYER,Lower Layer 3: THICK TOP LAYER,Upper Layer 1: THIN LONG SLEEVE,tank top,Upper Layer 1: THICK LONG SLEEVE,Upper Layer 1: SHORT SLEEVE,Upper Layer 2: THIN 1/4 ZIP,Upper Layer 2: THICK 1/4 ZIP,Upper Layer 2: TEAL JACKET,Upper Layer 2: YELLOW WIND BREAKER,Upper Layer 2: VEST WIND BREAKER,Upper Layer 3: THIN 1/4 ZIP,Upper Layer 3: THICK 1/4 ZIP,Upper Layer 3: TEAL JACKET,Upper Layer 3: YELLOW WIND BREAKER,Upper Layer 3: VEST WIND BREAKER,Head: SINGLE HEADBAND,Head: DOUBLE HEADBAND,Head: STOCKING HAT,Head: STOCKING HAT + HEAD BAND,Head: FULL FACE,NECK: Turtle Neck Shirt,NECK: NECK SLEEVE,HANDS: STRIPED with HOLES,HANDS: THIN NIKE,HANDS: FLIP MITTENS,HANDS: WOOL MITTENS,"SOCKS: Thin, short","SOCKS: Thin, tall","SOCKS: Thick, short","SOCKS: Thick, tall","Notes
",Upper layer success: JUST RIGHT,Upper layer success: LITTLE HOT,Upper layer success: HOT,Upper layer success: REAL HOT,Upper layer success: LITTLE COLD ,Upper layer success: COLD ,Upper layer success: REAL COLD ,Lower layer success: JUST RIGHT,Lower layer success: LITTLE HOT,Lower layer success: HOT,Lower layer success: REAL HOT,Lower layer success: LITTLE COLD,Lower layer success: COLD,Lower layer success: REAL COLD,Lower Layer 1: SHORTS,Upper Layer 1: TANK TOP
5/22/2025 19:53:39,5/22/2025,5:00:00 AM,65202,50,6,"North, West",46,other,76,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shorts,1,,,,,,,1,,,,,,,,
5/27/2025 4:38:55,5/26/2025,5:45:00 AM,65202,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shorts,1,,,,,,,1,,,,,,,,
5/27/2025 5:45:39,5/27/2025,5:00:00 AM,65202,57,7,"North, East",56,none,76,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shorts,,1,,,,,,1,,,,,,,,
5/29/2025 5:56:00,5/29/2025,5:00:00 AM,65202,58,2,West,58,,91,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Shorts,1,,,,,,,1,,,,,,,,
5/31/2025 11:47:37,5/31/2025,6:30:00 AM,65202,56,6,West,56,none,75,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Shorts,1,,,,,,,1,,,,,,,,
7/14/2025 9:17:38,6/3/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1
6/5/2025 6:00:25,6/5/2025,5:00:00 AM,65202,64,5,"North, East",64,none,93,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1
6/10/2025 21:37:59,6/9/2025,5:00:00 AM,65202,55,1,West,,,93,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,
6/13/2025 4:44:23,6/12/2025,5:00:00 AM,65202,69,3,West,70,none,86,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1
10/9/2025 7:49:51,10/9/2025,5:00:00 AM,65202,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,
,6/14/2025,6:45:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/17/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/19/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/21/2025,6:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28/2025,6:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/1/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/4/2025,8:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/10/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/15/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/18/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21/2025,5:00:00 AM,64112,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29/2025,5:00:00 AM,65065,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2/2025,7:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7/2025,5:00:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9/2025,6:45:00 AM,65202,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
